rikishi_id,shikona,highest_rank_name,debut_basho,last_basho,debut_year,last_year,career_wins,career_losses,career_absences,career_appearances,career_bashos,win_rate,win_rate_bucket,career_bashos_bucket,career_year_span,is_low_win_long_career
434,遠藤 正明,三段目,平成7年5月,平成12年1月,1995,2000.0,97,92,7,189,29,0.5132275132275133,0.50-0.54,24-35,5.0,False
435,呉ノ海 秀隆,序二段,平成4年3月,平成14年1月,1992,2002.0,183,195,35,376,60,0.48412698412698413,0.45-0.49,60-89,10.0,False
436,大輝翔 将昭,三段目,平成7年5月,平成12年5月,1995,2000.0,98,97,15,194,31,0.5025641025641026,0.50-0.54,24-35,5.0,False
437,濱魁龍 資文,幕下,平成8年1月,平成15年9月,1996,2003.0,149,134,32,283,46,0.5265017667844523,0.50-0.54,36-59,7.0,False
438,向井 秀行,三段目,平成6年3月,平成11年7月,1994,1999.0,103,108,13,210,33,0.4881516587677725,0.45-0.49,24-35,5.0,False
439,鷲の海 直樹,三段目,平成8年3月,平成12年9月,1996,2000.0,90,86,13,175,28,0.5113636363636364,0.50-0.54,24-35,4.0,False
440,景獅子 剛,三段目,昭和62年3月,平成12年7月,1987,2000.0,265,288,7,553,81,0.47920433996383366,0.45-0.49,60-89,13.0,False
441,龍東山 一生,三段目,平成4年5月,平成12年5月,1992,2000.0,164,157,15,320,49,0.5109034267912772,0.50-0.54,36-59,8.0,False
442,廣畑 栄治,三段目,平成6年1月,平成13年5月,1994,2001.0,141,122,45,263,45,0.5361216730038023,0.50-0.54,36-59,7.0,False
443,福ノ灘 貴史,三段目,平成3年3月,平成17年1月,1991,2005.0,264,315,2,579,84,0.45595854922279794,0.45-0.49,60-89,14.0,False
444,佐田乃島 和穂,幕下,平成8年3月,平成19年9月,1996,2007.0,242,212,29,451,70,0.5330396475770925,0.50-0.54,60-89,11.0,False
445,千代の鷹 勝,三段目,平成4年3月,平成12年7月,1992,2000.0,137,129,49,264,48,0.5150375939849624,0.50-0.54,36-59,8.0,False
446,東海林 裕,三段目,平成5年3月,平成14年9月,1993,2002.0,198,201,0,399,58,0.49624060150375937,0.45-0.49,36-59,9.0,False
447,北の翔 洋平,三段目,平成6年3月,平成15年9月,1994,2003.0,185,190,24,375,58,0.49333333333333335,0.45-0.49,36-59,9.0,False
448,日勝洋 正樹,序二段,平成5年11月,平成11年3月,1993,1999.0,112,97,15,208,33,0.5358851674641149,0.50-0.54,24-35,6.0,False
449,駒響 健介,三段目,平成6年3月,平成14年5月,1994,2002.0,165,157,21,322,50,0.5124223602484472,0.50-0.54,36-59,8.0,False
450,安立富士 優介,三段目,平成6年3月,平成13年1月,1994,2001.0,143,144,0,287,42,0.49825783972125437,0.45-0.49,36-59,7.0,False
451,翼司 一,幕下,平成8年3月,平成15年1月,1996,2003.0,145,135,7,280,42,0.5178571428571429,0.50-0.54,36-59,7.0,False
452,大伊藤 竜司,三段目,平成4年3月,平成21年11月,1992,2009.0,327,332,62,657,106,0.496206373292868,0.45-0.49,90-119,17.0,False
453,輝風 修治,幕下,平成7年3月,平成21年9月,1995,2009.0,286,306,17,592,88,0.4831081081081081,0.45-0.49,60-89,14.0,False
454,剛司 哲也,三段目,平成6年11月,平成12年9月,1994,2000.0,120,118,7,238,36,0.5042016806722689,0.50-0.54,36-59,6.0,False
455,玉嵐 公之,三段目,平成7年5月,平成16年1月,1995,2004.0,172,171,21,343,53,0.5014577259475219,0.50-0.54,36-59,9.0,False
456,巨武蔵 大喜,幕下,平成4年3月,平成19年1月,1992,2007.0,304,284,35,586,90,0.5170068027210885,0.50-0.54,90-119,15.0,False
457,越昇 義輝,三段目,平成4年3月,平成13年3月,1992,2001.0,183,169,26,352,55,0.5198863636363636,0.50-0.54,36-59,9.0,False
458,東旺 泰人,幕下,平成6年7月,平成17年3月,1994,2005.0,226,219,3,445,65,0.5078651685393258,0.50-0.54,60-89,11.0,False
459,朝泉 大輔,三段目,平成3年3月,平成12年3月,1991,2000.0,177,188,13,363,55,0.4849315068493151,0.45-0.49,36-59,9.0,False
460,荒虎 正人,三段目,平成4年3月,平成12年11月,1992,2000.0,171,186,7,356,53,0.4789915966386555,0.45-0.49,36-59,8.0,False
461,隆指月 政治,三段目,平成7年3月,平成14年1月,1995,2002.0,142,137,8,279,42,0.5089605734767025,0.50-0.54,36-59,7.0,False
462,千代吹雪 正也,幕下,平成4年5月,平成22年1月,1992,2010.0,330,366,39,695,107,0.47413793103448276,0.45-0.49,90-119,18.0,False
463,東峰 一記,三段目,平成5年3月,平成12年5月,1993,2000.0,139,148,14,287,44,0.4843205574912892,0.45-0.49,36-59,7.0,False
464,鷹龍 成陛,三段目,平成4年3月,平成18年5月,1992,2006.0,282,278,28,559,86,0.5035714285714286,0.50-0.54,60-89,14.0,False
465,通天桜 辰也,三段目,平成4年5月,平成18年7月,1992,2006.0,280,294,21,574,86,0.4878048780487805,0.45-0.49,60-89,14.0,False
466,東浪 智紘,三段目,平成3年11月,平成12年7月,1991,2000.0,169,187,8,355,53,0.4747191011235955,0.45-0.49,36-59,9.0,False
467,大剛 幸宏,序二段,平成4年3月,平成10年11月,1992,1998.0,127,141,12,268,41,0.47388059701492535,0.45-0.49,36-59,6.0,False
468,鶴ノ花 武志,序二段,平成元年3月,平成13年3月,1989,2001.0,225,260,19,485,73,0.4639175257731959,0.45-0.49,60-89,12.0,False
469,天保山 友樹,幕下,平成9年3月,平成16年9月,1997,2004.0,161,143,11,304,46,0.5296052631578947,0.50-0.54,36-59,7.0,False
470,照瀬川 邦昭,幕下,平成7年3月,平成21年9月,1995,2009.0,295,295,19,589,88,0.5,0.50-0.54,60-89,14.0,False
471,磯貝,三段目,昭和61年3月,平成10年5月,1986,1998.0,233,254,17,487,74,0.4784394250513347,0.45-0.49,60-89,12.0,False
472,郷司 秀樹,三段目,平成5年3月,平成13年9月,1993,2001.0,171,172,14,343,52,0.49854227405247814,0.45-0.49,36-59,8.0,False
473,石澤 幸二,三段目,昭和61年3月,平成13年9月,1986,2001.0,298,284,69,582,94,0.5120274914089347,0.50-0.54,90-119,15.0,False
474,隆の房 和宏,三段目,平成3年11月,平成13年9月,1991,2001.0,193,206,14,399,60,0.48370927318295737,0.45-0.49,60-89,10.0,False
475,玉蒼 大一郎,幕下,平成6年3月,平成15年11月,1994,2003.0,179,163,57,340,59,0.5233918128654971,0.50-0.54,36-59,9.0,False
476,荒飛 政彦,三段目,平成5年3月,平成16年7月,1993,2004.0,227,242,7,469,69,0.4840085287846482,0.45-0.49,60-89,11.0,False
477,雷天山 宏,序二段,平成7年1月,平成12年3月,1995,2000.0,90,92,21,182,30,0.4945054945054945,0.45-0.49,24-35,5.0,False
478,英彦の山 祐三,三段目,昭和61年3月,平成12年1月,1986,2000.0,273,295,13,568,84,0.48063380281690143,0.45-0.49,60-89,14.0,False
479,浜嵐 成栄,三段目,平成5年7月,平成11年9月,1993,1999.0,129,123,7,252,38,0.5119047619047619,0.50-0.54,36-59,6.0,False
480,双武蔵 良仁,三段目,平成7年3月,平成21年3月,1995,2009.0,288,283,17,570,85,0.5043782837127846,0.50-0.54,60-89,14.0,False
481,恵那司 千浩,幕下,平成7年5月,平成23年5月,1995,2011.0,335,320,3,655,95,0.5114503816793893,0.50-0.54,90-119,16.0,False
482,成剛 大輔,三段目,平成4年3月,平成14年11月,1992,2002.0,210,222,16,432,65,0.4861111111111111,0.45-0.49,60-89,10.0,False
483,笠間龍 昇,三段目,平成7年3月,平成15年9月,1995,2003.0,174,177,6,351,52,0.49572649572649574,0.45-0.49,36-59,8.0,False
484,魁ノ浪 悟,三段目,平成5年3月,平成16年1月,1993,2004.0,212,243,0,455,66,0.46593406593406594,0.45-0.49,60-89,11.0,False
485,朝ノ霧 満,三段目,平成4年3月,平成13年3月,1992,2001.0,173,205,0,378,55,0.4576719576719577,0.45-0.49,36-59,9.0,False
486,魁の山 英徳,三段目,平成4年3月,平成17年7月,1992,2005.0,265,263,32,527,81,0.5018939393939394,0.50-0.54,60-89,13.0,False
487,男佑 健太郎,幕下,平成8年3月,平成23年9月,1996,2011.0,323,321,0,644,93,0.5015527950310559,0.50-0.54,90-119,15.0,False
488,秀武蔵 秀幸,序二段,昭和62年3月,平成13年3月,1987,2001.0,267,321,0,588,85,0.45408163265306123,0.45-0.49,60-89,14.0,False
489,潮光山 重春,幕下,平成8年3月,平成25年1月,1996,2013.0,359,333,8,692,101,0.5187861271676301,0.50-0.54,90-119,17.0,False
490,荒海 信吾,三段目,平成5年3月,平成14年3月,1993,2002.0,187,178,13,362,55,0.5123287671232877,0.50-0.54,36-59,9.0,False
491,磯武蔵 文教,序二段,平成6年1月,平成11年3月,1994,1999.0,101,102,14,203,32,0.4975369458128079,0.45-0.49,24-35,5.0,False
492,甲龍山 貴広,三段目,平成7年3月,平成25年3月,1995,2013.0,354,362,33,712,108,0.49441340782122906,0.45-0.49,90-119,18.0,False
493,闘鵬 聡志,幕下,平成8年3月,令和4年1月,1996,2022.0,505,502,64,1007,154,0.5014895729890765,0.50-0.54,>=120,26.0,False
494,千代の舞 誉史,三段目,平成5年3月,平成10年5月,1993,1998.0,104,92,21,196,32,0.5306122448979592,0.50-0.54,24-35,5.0,False
495,勝田錦 金康,序二段,平成元年3月,平成15年1月,1989,2003.0,259,314,8,571,84,0.45200698080279234,0.45-0.49,60-89,14.0,False
496,安偉 憲彦,三段目,平成6年3月,平成16年1月,1994,2004.0,170,145,84,313,60,0.5396825396825397,0.50-0.54,60-89,10.0,False
497,越ノ龍 敏彦,幕下,平成7年3月,令和6年9月,1995,2024.0,597,605,23,1202,176,0.4966722129783694,0.45-0.49,>=120,29.0,False
498,本間 寛郎,三段目,平成3年5月,平成12年5月,1991,2000.0,171,193,14,364,55,0.4697802197802198,0.45-0.49,36-59,9.0,False
499,智ノ富士 力也,三段目,平成5年3月,平成28年5月,1993,2016.0,430,466,35,895,135,0.4799107142857143,0.45-0.49,>=120,23.0,False
500,旭皇 武,序二段,平成6年3月,平成11年9月,1994,1999.0,83,67,46,149,29,0.5533333333333333,0.55-0.59,24-35,5.0,False
501,蔵本 誠,三段目,平成6年3月,平成11年11月,1994,1999.0,111,120,7,231,35,0.4805194805194805,0.45-0.49,24-35,5.0,False
502,長谷川 幸博,序二段,平成8年3月,平成11年9月,1996,1999.0,59,43,45,101,22,0.5784313725490197,0.55-0.59,12-23,3.0,False
503,泉州岬 英之,三段目,平成7年5月,平成12年1月,1995,2000.0,87,96,13,182,29,0.47540983606557374,0.45-0.49,24-35,5.0,False
504,魁ノ若 尚弥,幕下,平成7年3月,令和5年1月,1995,2023.0,547,573,35,1120,166,0.48839285714285713,0.45-0.49,>=120,28.0,False
505,増竜 敏将,三段目,平成4年3月,平成25年9月,1992,2013.0,416,470,10,882,129,0.46952595936794583,0.45-0.49,>=120,21.0,False
506,東輝龍 勇司,幕下,平成8年3月,平成20年9月,1996,2008.0,250,237,38,487,76,0.5133470225872689,0.50-0.54,60-89,12.0,False
507,北ノ峰 高,序二段,平成7年3月,平成15年9月,1995,2003.0,121,139,27,258,44,0.4653846153846154,0.45-0.49,36-59,8.0,False
508,幸司 太,三段目,平成7年3月,平成17年11月,1995,2005.0,210,210,28,419,65,0.5,0.50-0.54,60-89,10.0,False
509,笹良 吏志,三段目,平成5年3月,平成12年5月,1993,2000.0,140,143,18,281,44,0.49469964664310956,0.45-0.49,36-59,7.0,False
511,四ツ車 大八,十両,平成8年3月,平成25年5月,1996,2013.0,370,368,0,738,103,0.5013550135501355,0.50-0.54,90-119,17.0,False
512,大ノ島 誠,三段目,平成5年3月,平成16年3月,1993,2004.0,212,225,18,436,67,0.4851258581235698,0.45-0.49,60-89,11.0,False
513,西ノ郷 裕樹,三段目,平成8年3月,平成13年11月,1996,2001.0,107,117,14,224,35,0.47767857142857145,0.45-0.49,24-35,5.0,False
514,貴ノ森 竜太郎,三段目,平成5年3月,平成11年1月,1993,1999.0,115,116,14,231,36,0.49783549783549785,0.45-0.49,36-59,6.0,False
515,野州山 剛士,三段目,平成2年3月,平成15年5月,1990,2003.0,240,271,35,511,80,0.46966731898238745,0.45-0.49,60-89,13.0,False
516,竜昇山 紘彰,幕下,平成8年3月,平成18年3月,1996,2006.0,198,214,8,412,61,0.48058252427184467,0.45-0.49,60-89,10.0,False
517,喜多富士 貴志,三段目,平成4年3月,平成13年9月,1992,2001.0,185,207,7,392,58,0.4719387755102041,0.45-0.49,36-59,9.0,False
518,北乃浪 雄二,三段目,平成7年3月,平成11年11月,1995,1999.0,84,78,34,160,29,0.5185185185185185,0.50-0.54,24-35,4.0,False
519,疾風 剛,三段目,昭和62年3月,平成14年7月,1987,2002.0,284,319,34,602,93,0.4709784411276949,0.45-0.49,90-119,15.0,False
520,吉ノ浪 真一,三段目,平成5年3月,平成13年1月,1993,2001.0,146,163,13,308,48,0.47249190938511326,0.45-0.49,36-59,8.0,False
521,仁王山 太郎,三段目,平成7年3月,平成24年11月,1995,2012.0,332,317,87,645,106,0.5115562403697997,0.50-0.54,90-119,17.0,False
522,新錦 一弘,三段目,平成5年3月,平成23年5月,1993,2011.0,364,385,7,747,109,0.48598130841121495,0.45-0.49,90-119,18.0,False
523,剛力山 太郎,幕下,平成6年3月,令和4年7月,1994,2022.0,582,579,15,1160,169,0.5012919896640827,0.50-0.54,>=120,28.0,False
524,若鷲羽 慎吾,三段目,平成5年7月,平成10年5月,1993,1998.0,98,99,6,197,30,0.49746192893401014,0.45-0.49,24-35,5.0,False
525,出羽の新 淳,序二段,平成2年3月,平成13年5月,1990,2001.0,208,240,21,446,68,0.4642857142857143,0.45-0.49,60-89,11.0,False
526,彩竜 康一,三段目,平成7年9月,平成15年1月,1995,2003.0,145,149,14,294,45,0.4931972789115646,0.45-0.49,36-59,8.0,False
527,玉乃鷹 崇弘,三段目,平成8年3月,平成26年1月,1996,2014.0,359,375,8,734,107,0.4891008174386921,0.45-0.49,90-119,18.0,False
528,雷法 和彦,三段目,平成4年3月,平成15年1月,1992,2003.0,221,224,10,444,66,0.4966292134831461,0.45-0.49,60-89,11.0,False
529,牛若丸 劉揮,幕下,昭和62年3月,平成13年1月,1987,2001.0,273,268,40,540,84,0.5046210720887245,0.50-0.54,60-89,14.0,False
530,太輝山 理,三段目,平成9年3月,平成21年5月,1997,2009.0,212,178,107,389,73,0.5435897435897435,0.50-0.54,60-89,12.0,False
531,剛輝 巧矢,幕下,平成8年3月,平成18年9月,1996,2006.0,201,177,63,377,64,0.5317460317460317,0.50-0.54,60-89,10.0,False
532,一ノ矢 充,三段目,昭和58年11月,平成19年11月,1983,2007.0,484,518,6,1002,145,0.48303393213572854,0.45-0.49,>=120,24.0,False
533,若樫固 光,幕下,平成9年1月,平成24年1月,1997,2012.0,307,292,24,598,90,0.5125208681135225,0.50-0.54,90-119,15.0,False
534,大勝山 上慈,三段目,平成8年3月,平成11年11月,1996,1999.0,73,67,14,140,23,0.5214285714285715,0.50-0.54,12-23,3.0,False
535,出羽の国 仁,三段目,平成9年1月,平成12年5月,1997,2000.0,73,67,0,140,21,0.5214285714285715,0.50-0.54,12-23,3.0,False
536,沖ノ龍 景立,三段目,平成8年9月,平成16年5月,1996,2004.0,151,144,27,295,47,0.511864406779661,0.50-0.54,36-59,8.0,False
537,大平山 正二郎,三段目,平成4年5月,平成19年1月,1992,2007.0,274,286,49,559,89,0.48928571428571427,0.45-0.49,60-89,15.0,False
538,出羽風 純,三段目,平成5年5月,平成11年5月,1993,1999.0,122,123,7,245,37,0.49795918367346936,0.45-0.49,36-59,6.0,False
539,駒乃秀 孝宏,三段目,平成7年3月,平成20年5月,1995,2008.0,245,251,43,495,79,0.4939516129032258,0.45-0.49,60-89,13.0,False
540,式ノ海 圭介,幕下,平成5年3月,平成18年1月,1993,2006.0,262,247,30,509,78,0.5147347740667977,0.50-0.54,60-89,13.0,False
541,星東 貴之,三段目,平成4年3月,平成23年1月,1992,2011.0,358,416,17,773,114,0.4625322997416021,0.45-0.49,90-119,19.0,False
542,赤坂 寿之,三段目,平成2年5月,平成11年1月,1990,1999.0,172,180,12,351,53,0.48863636363636365,0.45-0.49,36-59,9.0,False
543,北龍 保演,三段目,平成7年7月,平成18年3月,1995,2006.0,222,226,0,448,65,0.4955357142857143,0.45-0.49,60-89,11.0,False
544,秀東 剛至,序二段,平成2年3月,平成11年1月,1990,1999.0,159,184,28,342,54,0.46355685131195334,0.45-0.49,36-59,9.0,False
545,安芸櫻 佳起,三段目,平成元年3月,平成10年5月,1989,1998.0,179,199,7,378,56,0.47354497354497355,0.45-0.49,36-59,9.0,False
546,暉風 雄一郎,三段目,平成8年5月,平成13年9月,1996,2001.0,103,107,14,209,33,0.49047619047619045,0.45-0.49,24-35,5.0,False
547,星風 政幸,三段目,平成6年3月,平成10年9月,1994,1998.0,79,90,20,168,28,0.46745562130177515,0.45-0.49,24-35,4.0,False
548,北勝勇 智人,序二段,平成7年3月,平成10年5月,1995,1998.0,54,66,14,119,20,0.45,0.45-0.49,12-23,3.0,False
549,玉希真 昭二,三段目,平成4年9月,平成23年1月,1992,2011.0,360,383,27,743,111,0.4845222072678331,0.45-0.49,90-119,19.0,False
550,武蔵海 豊,幕下,平成9年3月,,1997,,593,585,25,1178,173,0.5033955857385399,0.50-0.54,>=120,,False
551,嶽光 宜郎,序二段,平成7年3月,平成12年9月,1995,2000.0,98,110,23,208,34,0.47115384615384615,0.45-0.49,24-35,5.0,False
552,天降川 彰彦,三段目,平成2年3月,平成11年1月,1990,1999.0,154,182,14,336,52,0.4583333333333333,0.45-0.49,36-59,9.0,False
553,嶋瀬川 大輔,三段目,平成8年3月,平成23年9月,1996,2011.0,304,334,6,637,93,0.47648902821316613,0.45-0.49,90-119,15.0,False
554,岩海 悟,幕下,昭和59年1月,平成10年5月,1984,1998.0,280,308,14,588,87,0.47619047619047616,0.45-0.49,60-89,14.0,False
555,穂高 穂高,幕下,平成8年3月,平成26年7月,1996,2014.0,368,377,18,743,110,0.49395973154362416,0.45-0.49,90-119,18.0,False
556,黒龍山 登,三段目,平成9年7月,平成13年5月,1997,2001.0,81,73,7,154,24,0.525974025974026,0.50-0.54,24-35,4.0,False
557,東花 智志,三段目,平成6年3月,平成15年9月,1994,2003.0,181,205,13,386,58,0.4689119170984456,0.45-0.49,36-59,9.0,False
558,宇土錦 誠,三段目,平成9年1月,平成17年3月,1997,2005.0,163,173,7,336,50,0.4851190476190476,0.45-0.49,36-59,8.0,False
559,智貴山 智,序二段,平成6年3月,平成11年1月,1994,1999.0,92,104,7,196,30,0.46938775510204084,0.45-0.49,24-35,5.0,False
560,栃駿河 祐介,三段目,平成7年9月,平成14年9月,1995,2002.0,147,147,0,294,43,0.5,0.50-0.54,36-59,7.0,False
561,藤嵐 祐介,三段目,平成5年5月,平成29年5月,1993,2017.0,471,495,35,966,144,0.48757763975155277,0.45-0.49,>=120,24.0,False
562,琴高橋 智仁,序二段,平成8年3月,平成11年3月,1996,1999.0,49,48,22,95,18,0.5051546391752577,0.50-0.54,12-23,3.0,False
563,和田山 海詩郎,序二段,平成6年3月,平成13年1月,1994,2001.0,121,147,19,268,42,0.45149253731343286,0.45-0.49,36-59,7.0,False
564,玉青龍 閑司,序二段,平成7年3月,平成10年11月,1995,1998.0,68,72,14,140,23,0.4857142857142857,0.45-0.49,12-23,3.0,False
565,前の光 正義,三段目,平成4年3月,平成11年7月,1992,1999.0,127,126,48,253,44,0.5019762845849802,0.50-0.54,36-59,7.0,False
566,若狭海 泰輔,三段目,平成5年3月,平成13年5月,1993,2001.0,150,151,42,300,50,0.4983388704318937,0.45-0.49,36-59,8.0,False
567,柴田 学,序二段,平成元年3月,平成10年5月,1989,1998.0,159,213,13,371,56,0.4274193548387097,0.40-0.44,36-59,9.0,False
568,若泉 剛,三段目,平成5年5月,平成21年5月,1993,2009.0,287,272,113,558,97,0.5134168157423972,0.50-0.54,90-119,16.0,False
569,本園 正一,三段目,平成8年3月,平成12年3月,1996,2000.0,71,75,22,145,25,0.4863013698630137,0.45-0.49,24-35,4.0,False
570,伊藤山 博文,序二段,平成7年3月,平成11年1月,1995,1999.0,71,76,14,147,24,0.48299319727891155,0.45-0.49,24-35,4.0,False
571,松緑 哲也,幕下,平成9年3月,平成22年9月,1997,2010.0,282,240,45,522,82,0.5402298850574713,0.50-0.54,60-89,13.0,False
572,千代九十九 秀視,三段目,平成8年5月,平成16年11月,1996,2004.0,168,155,34,322,52,0.5201238390092879,0.50-0.54,36-59,8.0,False
573,大童 久徳,序二段,平成6年3月,平成10年7月,1994,1998.0,80,96,7,176,27,0.45454545454545453,0.45-0.49,24-35,4.0,False
574,阿武宮 正道,三段目,平成9年1月,平成13年5月,1997,2001.0,93,75,14,168,27,0.5535714285714286,0.55-0.59,24-35,4.0,False
575,松乃竜 浩司,三段目,平成7年3月,平成14年7月,1995,2002.0,143,151,14,294,45,0.48639455782312924,0.45-0.49,36-59,7.0,False
576,魁将龍 邦昭,幕下,平成7年3月,平成22年3月,1995,2010.0,310,264,56,574,91,0.5400696864111498,0.50-0.54,90-119,15.0,False
577,北勝豊 寿仁,三段目,平成7年3月,平成19年5月,1995,2007.0,250,255,6,504,74,0.49504950495049505,0.45-0.49,60-89,12.0,False
578,朝大牙 慎一,三段目,平成10年1月,平成12年1月,1998,2000.0,47,37,0,84,13,0.5595238095238095,0.55-0.59,12-23,2.0,False
579,玉豊力 旭,三段目,平成6年3月,平成15年11月,1994,2003.0,174,225,7,399,59,0.43609022556390975,0.40-0.44,36-59,9.0,False
580,倉重 公一,序二段,平成8年1月,平成11年5月,1996,1999.0,61,72,7,133,21,0.45864661654135336,0.45-0.49,12-23,3.0,False
581,陣の湖 真広,序二段,平成8年3月,平成13年5月,1996,2001.0,94,102,21,196,32,0.47959183673469385,0.45-0.49,24-35,5.0,False
582,錦城 昌吾,序二段,平成5年3月,平成12年9月,1993,2000.0,148,167,0,315,46,0.46984126984126984,0.45-0.49,36-59,7.0,False
583,豊海 和成,幕下,平成6年3月,平成20年5月,1994,2008.0,284,311,0,595,86,0.4773109243697479,0.45-0.49,60-89,14.0,False
584,琴田頭 修一,序二段,平成8年3月,平成10年11月,1996,1998.0,48,57,7,104,17,0.45714285714285713,0.45-0.49,12-23,2.0,False
585,睦龍山 将太,三段目,平成7年9月,平成19年5月,1995,2007.0,231,222,37,451,71,0.5099337748344371,0.50-0.54,60-89,12.0,False
586,大葉山 誠,序二段,平成7年7月,平成13年1月,1995,2001.0,93,132,6,224,34,0.41333333333333333,0.40-0.44,24-35,6.0,False
587,朝鷲 透,序二段,平成5年3月,平成11年1月,1993,1999.0,99,104,28,203,35,0.4876847290640394,0.45-0.49,24-35,6.0,False
588,松村 克男,三段目,平成5年3月,平成11年5月,1993,1999.0,120,125,14,245,38,0.4897959183673469,0.45-0.49,36-59,6.0,False
589,大筑波 秀樹,序二段,平成3年3月,平成23年11月,1991,2011.0,366,482,14,848,124,0.43160377358490565,0.40-0.44,>=120,20.0,True
591,藤川 正二郎,三段目,平成7年3月,平成13年3月,1995,2001.0,115,129,8,243,37,0.4713114754098361,0.45-0.49,36-59,6.0,False
592,千代の蘭 健太,三段目,平成5年5月,平成13年1月,1993,2001.0,126,140,42,266,47,0.47368421052631576,0.45-0.49,36-59,8.0,False
593,荒熊 英明,三段目,平成9年3月,平成12年5月,1997,2000.0,53,39,34,91,20,0.5760869565217391,0.55-0.59,12-23,3.0,False
594,鳥海浪 英俊,序二段,平成8年1月,平成12年5月,1996,2000.0,80,95,7,175,27,0.45714285714285713,0.45-0.49,24-35,4.0,False
595,出羽の岩 典秀,序二段,平成8年3月,平成11年5月,1996,1999.0,54,70,9,123,20,0.43548387096774194,0.40-0.44,12-23,3.0,False
596,前錦 裕一郎,三段目,平成9年3月,平成15年7月,1997,2003.0,108,109,35,217,37,0.4976958525345622,0.45-0.49,36-59,6.0,False
597,清風 優,序二段,平成9年5月,平成13年1月,1997,2001.0,54,48,38,102,22,0.5294117647058824,0.50-0.54,12-23,4.0,False
598,心勇 仁,幕下,平成6年3月,平成23年9月,1994,2011.0,340,369,19,708,105,0.4795486600846262,0.45-0.49,90-119,17.0,False
599,富士剣 智之,序二段,平成4年5月,平成10年7月,1992,1998.0,119,133,7,252,38,0.4722222222222222,0.45-0.49,36-59,6.0,False
600,安盛隆 正和,序二段,平成6年3月,平成11年11月,1994,1999.0,98,93,33,190,34,0.5130890052356021,0.50-0.54,24-35,5.0,False
601,鳳雪 洋一,序二段,平成2年3月,平成11年1月,1990,1999.0,150,167,33,316,52,0.47318611987381703,0.45-0.49,36-59,9.0,False
602,北雄峰 好平,三段目,平成5年3月,平成14年5月,1993,2002.0,190,195,0,385,56,0.4935064935064935,0.45-0.49,36-59,9.0,False
603,淀錦 太司,三段目,平成7年3月,平成18年1月,1995,2006.0,168,160,64,327,60,0.5121951219512195,0.50-0.54,60-89,11.0,False
604,天売海 正信,序二段,昭和63年5月,平成10年9月,1988,1998.0,187,247,0,434,63,0.4308755760368664,0.40-0.44,60-89,10.0,True
605,甲旺 隆一,序二段,平成5年7月,平成14年5月,1993,2002.0,167,199,5,365,54,0.4562841530054645,0.45-0.49,36-59,9.0,False
606,緒方 悟志,序二段,平成5年5月,平成14年1月,1993,2002.0,176,188,0,364,53,0.4835164835164835,0.45-0.49,36-59,9.0,False
607,北斗龍 定裕,三段目,昭和61年3月,平成29年3月,1986,2017.0,577,690,21,1267,186,0.4554064719810576,0.45-0.49,>=120,31.0,False
608,壽 勝也,三段目,平成6年3月,平成21年5月,1994,2009.0,291,329,18,620,92,0.4693548387096774,0.45-0.49,90-119,15.0,False
609,久慈乃里 一博,序二段,平成3年3月,平成14年5月,1991,2002.0,201,250,18,451,68,0.44567627494456763,0.40-0.44,60-89,11.0,True
610,出羽の雄 盛明,三段目,平成4年9月,平成17年3月,1992,2005.0,242,241,42,483,76,0.5010351966873706,0.50-0.54,60-89,13.0,False
611,琴吹雪 三郎,三段目,平成6年3月,平成27年1月,1994,2015.0,387,478,3,864,125,0.44739884393063584,0.40-0.44,>=120,21.0,True
612,魁龍 靖,序二段,昭和63年5月,平成14年1月,1988,2002.0,234,262,64,494,83,0.4717741935483871,0.45-0.49,60-89,14.0,False
613,春日岳 一,序二段,平成8年11月,平成10年11月,1996,1998.0,36,35,13,71,13,0.5070422535211268,0.50-0.54,12-23,2.0,False
614,荒雄川 芳則,序二段,平成8年11月,平成10年11月,1996,1998.0,31,28,18,58,13,0.5254237288135594,0.50-0.54,12-23,2.0,False
615,桑海風 克己,三段目,平成3年3月,平成17年3月,1991,2005.0,271,310,7,581,85,0.4664371772805508,0.45-0.49,60-89,14.0,False
616,津田 貴道,三段目,平成5年11月,平成10年5月,1993,1998.0,80,69,40,149,28,0.5369127516778524,0.50-0.54,24-35,5.0,False
617,安宮川 寛,序二段,平成8年1月,平成16年5月,1996,2004.0,127,139,42,266,46,0.4774436090225564,0.45-0.49,36-59,8.0,False
618,豊風 晃義,三段目,平成7年3月,平成18年5月,1995,2006.0,210,223,36,431,68,0.48498845265588914,0.45-0.49,60-89,11.0,False
619,山竜 将太郎,三段目,平成8年3月,平成24年9月,1996,2012.0,318,339,29,656,99,0.4840182648401826,0.45-0.49,90-119,16.0,False
620,丈若 恵介,序二段,平成7年3月,平成11年9月,1995,1999.0,77,84,28,161,28,0.4782608695652174,0.45-0.49,24-35,4.0,False
621,千代竜将 寛敏,三段目,平成9年3月,平成14年3月,1997,2002.0,95,97,18,191,31,0.4947916666666667,0.45-0.49,24-35,5.0,False
622,朝ノ秦 裕樹,序二段,平成7年3月,平成11年1月,1995,1999.0,68,79,14,147,24,0.46258503401360546,0.45-0.49,24-35,4.0,False
623,前の花 実,三段目,平成6年5月,平成21年1月,1994,2009.0,275,314,27,588,89,0.466893039049236,0.45-0.49,60-89,15.0,False
