bashoId,fromRankLabel,toRankLabel,wins,losses,absences,juryoLowMakekoshi,juryoLowCollapse,makushitaUpper5FivePlus,promotionPressure,demotionPressure,promotionsToJuryo,demotionsToMakushita
198405,西幕下2枚目,東十両13枚目,4,3,0,8,3,4,16,11,7,5
198711,東幕下1枚目,西十両13枚目,4,3,0,6,1,2,9,7,2,2
199005,西幕下1枚目,西十両13枚目,4,3,0,8,5,3,13,13,4,4
198105,東幕下1枚目,西十両11枚目,4,3,0,4,2,2,13,6,5,3
198207,西幕下3枚目,東十両13枚目,4,3,0,8,2,2,11,10,3,3
198201,東幕下1枚目,東十両11枚目,4,3,0,5,3,4,15,8,6,4
198907,西幕下1枚目,東十両13枚目,4,3,0,6,2,4,14,8,5,3
198605,東幕下1枚目,西十両12枚目,4,3,0,6,0,2,9,6,2,2
198311,西幕下4枚目,東十両13枚目,4,3,0,9,4,3,15,13,7,5
198603,西幕下1枚目,西十両13枚目,4,3,0,6,2,2,12,8,3,3
198511,東幕下2枚目,東十両13枚目,4,3,0,6,4,2,12,10,6,4
198705,東幕下1枚目,東十両13枚目,4,3,0,7,2,1,12,9,3,2
198305,西幕下1枚目,西十両12枚目,4,3,0,9,4,4,14,13,6,5
198405,西幕下1枚目,東十両12枚目,4,3,0,8,3,4,16,11,7,5
198607,東幕下1枚目,東十両13枚目,4,3,0,5,2,1,8,7,3,1
198803,西幕下1枚目,西十両13枚目,4,3,0,8,2,4,13,10,4,4
198503,東幕下1枚目,西十両12枚目,4,3,0,4,4,3,12,8,4,3
198801,東幕下3枚目,東十両13枚目,4,3,0,6,3,4,16,9,6,3
199009,東幕下1枚目,西十両12枚目,4,3,0,6,1,5,17,7,5,2
198111,東幕下4枚目,東十両13枚目,4,3,0,7,3,4,14,10,7,4
198709,西幕下1枚目,西十両12枚目,4,3,0,10,4,2,11,14,4,3
199009,西幕下1枚目,西十両13枚目,4,3,0,6,1,5,17,7,5,2
198707,東幕下1枚目,西十両12枚目,4,3,0,5,2,2,9,7,3,2
200205,西幕下3枚目,東十両13枚目,4,3,0,9,3,3,12,12,4,4
198401,東幕下1枚目,東十両12枚目,4,3,0,9,6,1,12,15,5,5
198703,西幕下1枚目,西十両12枚目,4,3,0,9,2,1,13,11,4,3
199101,西幕下1枚目,西十両13枚目,4,3,0,7,2,3,13,9,5,4
199201,東幕下3枚目,西十両12枚目,4,3,0,10,3,3,12,13,4,3
199011,東幕下3枚目,西十両13枚目,4,3,0,4,1,4,13,5,4,1
198911,東幕下1枚目,西十両13枚目,4,3,0,6,1,3,13,7,2,2
198807,東幕下2枚目,西十両13枚目,4,3,0,4,1,2,11,5,3,2
198901,西幕下3枚目,西十両13枚目,4,3,0,5,2,1,11,7,3,3
199401,西幕下1枚目,東十両13枚目,4,3,0,10,4,3,14,14,5,5
199307,東幕下1枚目,西十両11枚目,4,3,0,7,3,2,10,10,4,4
199603,西幕下2枚目,東十両13枚目,4,3,0,7,2,1,11,9,4,3
198307,東幕下2枚目,西十両13枚目,4,3,0,8,3,3,12,11,5,5
198905,東幕下1枚目,東十両13枚目,4,3,0,6,1,2,12,7,3,3
199111,西幕下1枚目,西十両13枚目,4,3,0,9,4,4,15,13,6,6
199109,西幕下1枚目,西十両9枚目,4,3,0,9,3,1,10,12,5,3
199203,東幕下1枚目,東十両13枚目,4,3,0,7,3,3,14,10,5,5
199405,東幕下1枚目,東十両13枚目,4,3,0,7,1,2,11,8,3,3
199109,西幕下2枚目,東十両11枚目,4,3,0,9,3,1,10,12,5,3
199611,東幕下2枚目,東十両13枚目,4,3,0,10,3,1,10,13,5,4
198703,西幕下2枚目,西十両13枚目,4,3,0,9,2,1,13,11,4,3
199205,東幕下1枚目,西十両12枚目,4,3,0,7,4,3,13,11,6,2
199403,東幕下1枚目,西十両12枚目,4,3,0,7,3,3,11,10,5,5
199611,西幕下3枚目,西十両13枚目,4,3,0,10,3,1,10,13,5,4
199805,東幕下1枚目,西十両13枚目,4,3,0,5,2,2,13,7,2,2
199107,東幕下3枚目,東十両13枚目,4,3,0,8,4,2,13,12,4,3
199103,東幕下1枚目,東十両13枚目,4,3,0,9,3,3,13,12,4,4
199107,西幕下1枚目,東十両11枚目,4,3,0,8,4,2,13,12,4,3
199207,東幕下2枚目,西十両13枚目,4,3,0,6,2,1,10,8,2,1
199301,東幕下2枚目,東十両13枚目,4,3,0,7,2,1,9,9,2,2
199205,東幕下3枚目,東十両13枚目,4,3,0,7,4,3,13,11,6,2
199309,西幕下1枚目,西十両13枚目,4,3,0,6,3,3,12,9,4,4
199707,東幕下1枚目,東十両13枚目,4,3,0,9,2,3,14,11,3,3
199701,西幕下1枚目,西十両13枚目,4,3,0,4,2,2,11,6,2,2
199711,東幕下1枚目,東十両12枚目,4,3,0,7,4,2,12,11,4,3
199709,西幕下1枚目,西十両12枚目,4,3,0,6,3,2,12,9,3,2
199111,東幕下1枚目,東十両13枚目,4,3,0,9,4,4,15,13,6,6
200503,西幕下4枚目,東十両14枚目,4,3,0,10,5,3,13,15,5,5
199401,東幕下2枚目,西十両13枚目,4,3,0,10,4,3,14,14,5,5
199901,東幕下1枚目,東十両13枚目,4,3,0,5,3,1,11,8,3,2
200011,西幕下2枚目,西十両13枚目,4,3,0,11,5,2,13,16,4,4
200905,西幕下1枚目,西十両13枚目,4,3,0,5,1,1,14,6,3,2
199503,西幕下1枚目,西十両13枚目,4,3,0,6,1,1,11,7,3,3
199607,東幕下2枚目,東十両13枚目,4,3,0,8,3,3,13,11,3,3
199207,西幕下1枚目,東十両12枚目,4,3,0,6,2,1,10,8,2,1
199311,東幕下2枚目,西十両13枚目,4,3,0,9,2,3,13,11,3,3
200207,東幕下5枚目,西十両13枚目,4,3,0,10,8,1,10,18,3,3
198901,東幕下1枚目,西十両12枚目,4,3,0,5,2,1,11,7,3,3
